signal_id,mean_ip,std_ip,kurt_ip,skew_ip,mean_dm,std_dm,kurt_dm,skew_dm,log_mean_dm,slog_skew_dm,kurt_ip_dm_diff,skew_ip_dm_diff,label
6616,114.9296875,43.08806092,0.034985597,0.66858189,3.647993311,26.80941664,7.484848903,55.52465051,1.5364355804349774,4.034676835217011,-7.449863305999999,-54.85606862,0
9820,79.34375,42.40217372,1.063412906,2.24437669,141.6413043,91.36216074,-0.700808817,-1.200653174,4.960333117511957,-0.7887542135717238,1.764221723,3.4450298640000003,0
12595,114.1953125,44.71647812,0.226155438,0.494021797,3.350334448,23.6366059,7.837604073,64.90901652,1.4702527267428247,4.1882752533935985,-7.6114486349999995,-64.41499472299999,0
13684,129.03125,43.08275784,-0.093376427,-0.067343625,96.14715719,84.74410675,-0.216747554,-1.872803961,4.576226913326341,-1.0552885427229932,0.12337112700000001,1.805460336,0
12845,128.703125,45.2067057,-0.034068232,0.067928522,5.531772575,28.75673242,5.376486891,28.94910675,1.87667835744759,3.3994994994088463,-5.410555123,-28.881178228,0
12028,98.4921875,53.30894567,0.465292282,0.020867077,4.25083612,23.78869404,6.909452532,52.2518193,1.658387324875234,3.975031969264131,-6.44416025,-52.230952223,0
15527,96.4140625,46.04354721,0.48242607,0.279875417,2.113712375,17.21399192,9.823613752,107.0271633,1.135815704020645,4.682382707537407,-9.341187682,-106.747287883,0
7802,124.8984375,38.82308427,0.040776823,0.990656096,3.10451505,24.78037199,8.264370962,68.67436511,1.412087599506734,4.243832461162879,-8.223594139,-67.683709014,0
12062,118.4453125,44.05639294,0.146982248,0.715035241,1.190635452,14.65930067,14.15355622,213.4854629,0.7841916624705196,5.368241964043472,-14.006573972,-212.77042765899998,0
1406,103.1875,42.65152217,0.615719689,0.948051818,2.244147157,16.12842246,10.53547071,134.5060304,1.176852498047979,4.909016144126494,-9.919751021,-133.55797858199998,0
11108,83.234375,38.23825072,0.648801769,2.131345584,1.997491639,19.22792772,10.7092754,120.0594179,1.097775818591205,4.79628148209249,-10.060473630999999,-117.928072316,0
12888,136.234375,47.56023884,-0.084678994,-0.187549493,2.596989967,16.5819075,8.654551011,89.25272417,1.2800973754407616,4.502613781466582,-8.739230005000001,-89.440273663,0
17334,123.953125,52.00658903,0.08328876,-0.387964838,1.760869565,13.04307274,11.38848453,165.2135507,1.0155456898907562,5.11327341158873,-11.30519577,-165.601515538,0
17571,143.1640625,49.33555028,-0.123766241,-0.007626656,1.93729097,12.51027326,10.84164543,164.3786961,1.0774877177894089,5.108237971996402,-10.965411671,-164.38632275600003,0
7689,123.84375,42.72759601,0.200327885,0.199121973,3.780100334,18.48738986,6.215092177,49.24088085,1.5644615366596388,3.9168290548486016,-6.014764292,-49.04175887700001,0
14653,120.3203125,51.38730595,0.102889117,0.090306417,2.331103679,17.83777893,8.734730839,83.90667908,1.2033036842149962,4.441552760187647,-8.631841721999999,-83.81637266300001,0
1797,112.0234375,44.52623258,0.207140254,-0.020172004,3.633779264,25.01691059,7.213329723,52.74660947,1.533372790866154,3.9842805853902616,-7.006189469000001,-52.766781474000005,0
99,101.96875,46.31632702,0.439814307,0.294261355,1.748327759,16.4866229,10.8103928,127.7333664,1.0109926390818444,4.857743338188001,-10.370578493,-127.43910504499999,0
16846,109.0703125,46.03415573,0.242173377,0.222985824,1.892976589,17.05799426,10.43277086,118.9653063,1.0622859336695165,4.787202586813821,-10.190597483,-118.74232047599999,0
15192,118.78125,49.48215232,0.171593269,-0.352892062,3.734949833,18.8592077,6.741757099,55.44361491,1.5549711316505528,4.03324217365789,-6.57016383,-55.796506972,0
12765,101.0078125,34.46250138,0.465383661,2.514169136,2.320234114,15.32311821,8.884754204,98.10380169,1.2000352967073025,4.5961678027595685,-8.419370543,-95.58963255399999,0
1282,122.9453125,43.36785038,0.19834717,0.713727572,3.399665552,24.310852,7.603947965,59.01409271,1.4815285271261491,4.094579413142465,-7.405600795,-58.300365138,0
2281,94.4609375,41.80944539,0.78662906,1.874020981,2.738294314,17.60147565,9.124410556,98.13318882,1.318629441621413,4.596464287589566,-8.337781496000002,-96.259167839,0
7824,107.9765625,52.65030046,0.423124758,-0.226200206,2.202341137,13.38243225,9.814491569,132.9805441,1.1638821476254724,4.897694596125764,-9.391366811,-133.206744306,0
13211,122.7421875,57.5485184,0.045432055,-0.48574424,5.738294314,26.92152423,5.762217304,36.14420051,1.9078068237573516,3.6148076488831062,-5.716785249,-36.62994475,0
3789,86.0,43.32165307,0.923664996,1.671468215,16.78177258,49.50945015,2.919011219,7.441883916,2.8781739202796306,2.1332054964958047,-1.9953462230000003,-5.770415701,1
4150,123.6015625,50.14624547,-0.073719616,-0.435999264,85.58277592,87.36533261,0.383744335,-1.387078508,4.4611009034079245,-0.8700702366356924,-0.457463951,0.9510792440000001,0
7075,144.3671875,47.78743152,0.027131368,-0.064177109,83.68729097,85.06135424,0.068178141,-1.914268937,4.438965542820052,-1.0696189948665216,-0.041046772999999995,1.8500918279999998,0
2169,130.0,51.04318025,0.151504607,-0.231442528,8.647157191,35.45317111,4.397206659,19.22478479,2.2666632803440456,3.006908822096842,-4.245702052,-19.456227318,0
13724,126.359375,53.57073804,0.10184589,-0.254933271,2.063545151,13.81722456,9.395288892,119.5040394,1.1195727914461076,4.791683274360562,-9.293443002,-119.758972671,0
5502,136.3046875,48.89362794,-0.105692329,-0.377890119,6.790133779,31.47008884,5.363878082,29.81653996,2.0528580329059314,3.4280515575286645,-5.469570411,-30.194430079,0
5973,112.546875,45.94236528,0.200565788,0.193384368,2.003344482,12.75764531,10.73154217,157.4866181,1.0997264950429164,5.065670161361891,-10.530976382,-157.29323373199998,0
2470,90.6015625,43.06015775,0.614389014,0.956666442,1.120401338,12.40147331,13.21546291,202.9149023,0.7516053811443313,5.317702761226557,-12.601073895999999,-201.958235858,0
14970,93.375,37.212859,0.524190016,2.017634166,3.122909699,18.68263668,7.793729847,71.55863101,1.4165591517143603,4.284394938622282,-7.2695398309999995,-69.540996844,0
13733,127.8359375,44.08280159,0.075601283,0.076062591,4.627926421,27.12666047,6.440065568,42.94694641,1.72774106542823,3.7829831429916028,-6.3644642849999995,-42.870883819,0
11048,92.890625,35.92575555,0.47653015,2.315528355,1.54180602,12.23504854,12.30615149,195.4803027,0.9328748598633746,5.280562185572411,-11.82962134,-193.164774345,0
163,97.5625,35.16029143,0.438211171,2.142149919,2.939799331,19.07838227,8.49720378,81.17969182,1.37112979079453,4.40890821338739,-8.058992608999999,-79.037541901,0
13454,130.75,47.31410995,-0.110749457,-0.207826493,88.58110368,81.83964015,-0.122885944,-1.904786096,4.495144401310534,-1.066359754546357,0.012136487000000001,1.696959603,0
13050,89.796875,38.43792873,0.604041556,1.909028184,5.288461538,26.48637374,5.986091498,38.50191108,1.8387164522424315,3.676349052508868,-5.382049942,-36.592882896,0
10037,144.3359375,47.2763282,-0.031947325,0.04180853,18.38795987,53.38265024,3.062103213,8.381214439,2.9646522481439748,2.2387092257462147,-3.094050538,-8.339405909,0
6012,85.0625,36.3229331,0.850370423,2.729992403,2.665551839,19.16767722,8.280937232,75.61535645,1.2989788939904496,4.338797532502512,-7.430566808999999,-72.885364047,0
12971,121.78125,47.62072446,0.038439721,-0.274143124,3.112876254,16.66178818,7.290878564,68.99755547,1.4141226022408513,4.248460319582434,-7.252438843,-69.271698594,0
5689,132.3515625,53.59637783,-0.271366407,-0.106674949,1.722408027,12.11634788,11.44697177,182.65792,1.0015167927015345,5.21307489684628,-11.718338177,-182.76459494899999,0
1094,110.90625,64.33317057,0.12676695,-0.824767754,4.510033445,23.9257645,6.558513588,47.08933348,1.7065706930193598,3.8730603953474008,-6.431746638,-47.914101234,0
8485,134.4296875,54.71169944,0.017859526,-0.541711642,2.540133779,15.62422101,9.592341997,117.708991,1.2641645171095994,4.776675044324156,-9.574482471,-118.250702642,0
2420,127.8046875,53.09043855,0.077505927,-0.344679647,2.385451505,19.94111957,9.7357275,101.6911307,1.2194872815166444,4.631725751958816,-9.658221572999999,-102.03581034700001,0
11282,11.4140625,33.01834891,5.580259541,32.38538427,115.2608696,63.7299815,0.569986335,-0.558561195,4.755836542031916,-0.4437630847736095,5.010273206,32.943945465000006,1
9410,101.875,37.35471858,0.539605866,1.852402772,2.314381271,17.23780633,9.501047797,101.7795636,1.198270960968565,4.63258653559282,-8.961441931,-99.927160828,0
6686,115.25,48.85165683,0.133861393,-0.053704895,15.11287625,48.17762357,3.133416327,8.515672556,2.7796187194278863,2.2529401820126136,-2.999554934,-8.569377451,0
2556,72.3359375,41.20172883,2.290134316,7.29838129,35.80016722,61.18147822,1.891264727,2.913210965,3.6055023891863005,1.3643582556517955,0.398869589,4.385170325,1
7429,115.2109375,51.15672187,0.267230911,-0.127405014,4.087792642,26.30903589,6.734418255,45.76782126,1.6268440708834417,3.8451953865175907,-6.467187343999999,-45.895226273999995,0
10134,46.28125,34.20433486,4.047551177,20.16571328,30.2416388,61.26358403,2.273136348,4.238551365,3.441751781982276,1.6560450030505842,1.774414829,15.927161915,1
5787,114.125,38.00041118,0.400332389,1.1371707,2.18729097,14.45758549,9.382362674,115.2466473,1.159171330294995,4.755714203621465,-8.982030284999999,-114.10947660000001,0
12805,103.390625,52.84828438,0.46262396,0.14620219,1.997491639,12.15208092,11.36778245,183.9655444,1.097775818591205,5.220169561245807,-10.90515849,-183.81934221,0
11470,132.8515625,47.71351516,0.256623421,-0.17201091,5.350334448,25.94495411,5.37010164,30.61187184,1.8485074804940165,3.4535327411778614,-5.113478218999999,-30.78388275,0
13243,107.1328125,51.48943628,0.492391505,0.214160185,3.255852843,17.6680112,7.594308333,72.81326778,1.448295175078785,4.301538495664703,-7.101916828,-72.599107595,0
7818,21.0234375,29.3058934,6.034954058,39.75209174,87.51839465,58.71450821,1.187591938,0.879634841,4.483210379568784,0.6310775244654482,4.8473621200000006,38.872456899,1
5939,106.5625,44.1318603,0.180241932,0.338568808,5.587792642,27.66310375,5.825079908,35.67196466,1.8852183367137885,3.6020125574137998,-5.644837976,-35.333395852,0
10279,123.09375,44.6749436,0.195890826,0.191609724,11.98160535,41.03760405,3.442855694,10.77128144,2.563533382364877,2.465662788752873,-3.246964868,-10.579671716,0
5280,26.2109375,43.75225929,4.021960919,16.03378918,111.4397993,76.77187173,0.011576799,-0.956620612,4.722417961084764,-0.6712188075865411,4.010384119999999,16.990409792,1
13565,124.3125,62.4127829,0.094632658,-0.770790084,2.887959866,16.73617301,8.427921958,86.70001296,1.3578845640140509,4.4739220471546375,-8.3332893,-87.470803044,0
8600,112.890625,46.4038378,0.162237378,0.227387944,1.58277592,12.93852215,11.39397284,163.9404131,0.948864758511598,5.105584275949181,-11.231735462,-163.71302515600001,0
17257,111.3515625,42.70933553,0.258464754,0.651330382,0.925585284,10.65271085,17.05514804,341.7332602,0.6552299651642115,5.836952477570661,-16.796683286,-341.081929818,0
13700,106.3203125,44.39259046,0.299355683,0.231772593,0.870401338,12.79164496,15.80548804,263.8981002,0.6261530270904153,5.579345224489377,-15.506132357,-263.66632760699997,0
4747,137.1796875,43.69861868,-0.009489163,0.281958546,1.705685619,15.30685032,10.65524136,128.5682942,0.9953553437679289,4.864208110469549,-10.664730523,-128.286335654,0
3180,107.8984375,40.19538994,0.257418527,0.594479862,2.322742475,16.47780055,9.158020984,98.04498483,1.2007904886263487,4.595574139151929,-8.900602457,-97.450504968,0
1049,113.78125,42.11756936,0.320790308,0.921923271,3.0,22.82084507,8.49942367,74.89834001,1.3862943611198906,4.329394813411428,-8.178633362000001,-73.976416739,0
146,26.921875,34.5110058,4.709838436,24.24740042,183.6229097,79.93281529,-1.326647481,0.346712101,5.218315418918799,0.2976661411021597,6.036485917,23.900688319,1
7852,130.578125,40.95588507,0.178511652,0.390125009,2.886287625,19.64446817,7.555017986,61.96948366,1.357454363913597,4.142650222689361,-7.376506334,-61.579358651,0
14270,115.0078125,49.52043393,0.175964165,-0.232306531,3.233277592,18.40831742,7.762353157,74.28304133,1.4429765374656525,4.321254894700164,-7.586388992,-74.51534786100001,0
15241,115.359375,55.05419693,0.413834909,-0.419988282,3.269230769,19.62817637,8.193471037,78.82876784,1.4514336632367981,4.379883938739642,-7.779636128,-79.248756122,0
12500,143.3359375,45.7846995,-0.070888469,-0.095695015,2.64548495,20.86013476,8.526269599,75.71928164,1.2934894018783745,4.340153067131972,-8.597158068,-75.81497665500001,0
16033,119.53125,45.41990504,0.268867584,0.230722749,4.178093645,22.09997552,7.325038041,62.8267507,1.6444369663338296,4.1561723924419205,-7.056170457,-62.596027950999996,0
9888,103.140625,47.56257956,0.384095219,0.049221011,4.008361204,20.39521544,6.783497645,54.29740675,1.6111087565962467,4.01272601321534,-6.399402426,-54.248185739,0
7108,128.09375,55.64261484,-0.150124128,-0.661337668,4.597826087,31.52232254,6.73561573,43.55668913,1.7223783236224628,3.7967622914671613,-6.885739858,-44.218026798000004,0
13045,114.2421875,46.78937949,0.246771416,0.055348841,1.200668896,13.88918877,14.52517641,232.2696268,0.7887613577887341,5.452194981096365,-14.278404994,-232.214277959,0
15639,122.28125,51.88944641,-0.008821115,-0.379840026,0.679765886,10.23676037,18.56377147,389.890829,0.5186544301331278,5.968428311280405,-18.572592585,-390.270669026,0
4560,128.796875,90.15744556,-0.451534194,-1.60297669,223.3921405,45.26092217,-2.542025366,6.294026131,5.413395148525365,1.9870556749136605,2.0904911719999997,-7.897002821,0
11752,124.90625,59.71605174,0.039519592,-0.644123295,2.939799331,21.42662024,8.612715855,79.32418068,1.37112979079453,4.386070704887654,-8.573196263,-79.968303975,0
8062,119.9453125,44.76541435,-0.01117612,0.450822406,0.908026756,12.9392678,15.95817822,272.05738,0.6460695959885693,5.6096819562497595,-15.96935434,-271.60655759400004,0
17656,121.046875,50.51652876,0.152307147,-0.031313502,4.891304348,24.77854878,5.931206495,38.60330893,1.7734774244201263,3.6789126736079734,-5.7788993479999995,-38.634622432,0
147,120.140625,50.20298397,-0.049110246,-0.470716187,3.596989967,23.6338738,7.104274744,52.69637229,1.5254017343113764,3.9833454441118263,-7.153384989999999,-53.167088477,0
11639,117.2890625,46.51900693,0.211703226,0.36452689,2.379598662,17.49241743,9.401099761,101.7174169,1.2177569633916334,4.631981692623902,-9.189396535,-101.35289001000001,0
4726,112.59375,53.99253963,0.168192598,-0.487275101,2.4590301,14.14080508,8.988374423,110.8860059,1.240988231854146,4.71748054851612,-8.820181825,-111.373281001,0
16955,98.8046875,38.29022774,0.433261424,1.455250917,1.647993311,15.43133472,11.30716937,143.5042729,0.9738021120141694,4.97330907735751,-10.873907946000001,-142.049021983,0
17818,120.75,54.59753314,0.101454153,-0.48328527,2.765050167,17.43403667,8.762025456,92.42388868,1.3257611857314788,4.537147079983699,-8.660571303,-92.90717395,0
11293,145.15625,54.70809434,-0.251831759,-0.390753851,4.024247492,23.55915306,7.055828937,53.57294646,1.614275689895243,3.9995382738764818,-7.307660696,-53.963700311,0
9360,96.875,43.2425933,0.685667618,1.257409487,9.996655518,41.46082475,4.30095108,17.81373586,2.3975911827494962,2.9345872339061847,-3.615283462,-16.556326373,0
3294,99.421875,38.05148843,0.139083883,1.321676309,2.132943144,13.5783944,10.01307395,134.101531,1.1419728643428915,4.906026577248353,-9.873990067000001,-132.779854691,0
5129,131.671875,51.68944364,-0.083763594,-0.377585952,7.989966555,34.97626859,4.544574517,20.2656127,2.196109128231892,3.05709134089339,-4.628338111,-20.643198652,0
39,118.84375,45.9319193,-0.109242666,0.137683548,2.33277592,14.71602871,9.634175054,118.6696797,1.203805566342444,4.784735278054727,-9.74341772,-118.531996152,0
5883,129.3828125,46.9521234,0.256098572,0.357657625,2.350334448,14.78780258,9.693563336,119.534402,1.2090601760776514,4.7919352059610505,-9.437464764,-119.176744375,0
17174,123.7578125,49.26819875,0.083873909,0.183577612,2.454849498,20.09273155,9.021793566,85.17904583,1.239778895634083,4.456427060299989,-8.937919657,-84.99546821800001,0
6161,108.6640625,39.24149537,0.650699302,1.308622557,2.837792642,18.04436496,8.142301661,76.67326056,1.3448973685074126,4.35251106120796,-7.491602359,-75.364638003,0
2987,113.6484375,44.83417186,0.264485581,-0.036584976,19.98244147,57.81442049,2.700784068,5.673973888,3.0436859675035417,1.8982154678252743,-2.4362984869999997,-5.710558864,1
1844,83.125,38.79594051,0.683774236,2.109894127,3.85367893,23.62342868,6.991441849,52.00322662,1.579736959669649,3.9703527913216745,-6.3076676130000005,-49.893332493,0
4340,121.078125,51.74752551,0.001278222,-0.140663537,13.09698997,43.9311253,3.224587068,8.955688115,2.645961297289635,2.2981440576787877,-3.223308846,-9.096351652,0
10483,110.09375,49.86018538,0.231684803,0.023331743,2.867056856,17.56549764,9.45823768,104.6663224,1.352493715387516,4.660286227159699,-9.226552877,-104.642990657,0
5777,108.109375,44.83532968,0.200612415,0.619117971,7.862040134,33.14299914,4.328699379,18.37138549,2.181777001541586,2.9637970024809572,-4.1280869639999995,-17.752267519,0
5661,36.0625,26.91907723,5.350862699,35.98580629,105.4205686,81.1169902,0.303897634,-1.00595417,4.6673988721345925,-0.6961198428181413,5.046965065,36.99176046,1
17184,129.546875,50.78598776,-0.193670229,-0.001451403,3.352006689,21.53318209,7.479728839,60.50899334,1.4706370465469456,4.119183397292176,-7.673399068,-60.510444743,0
6047,134.9921875,42.92608038,-0.134815426,0.718797518,0.761705686,12.5989424,17.64446422,320.0491079,0.5662824795100334,5.77159409554129,-17.779279646,-319.33031038200005,0
5225,114.015625,51.19096972,0.235335655,0.067539095,8.740802676,36.86828731,4.520433813,19.9047554,2.2763235245258446,3.0399766641899686,-4.285098158,-19.837216305,0
2571,126.2109375,51.38315816,-0.088436589,-0.285594175,7.358695652,32.17639405,4.564068178,20.66776265,2.1233023924357974,3.075825563794362,-4.652504767,-20.953356825,0
6624,89.7578125,38.91130662,0.5716299,1.970539756,3.551003344,20.78480859,7.451687759,63.27082393,1.515347723817799,4.163105779123645,-6.880057859000001,-61.300284174,0
16359,114.7890625,53.58807767,0.31477629,-0.136776762,1.953177258,15.7767498,9.728664367,107.2627685,1.082881627374089,4.684561313737219,-9.413888077000001,-107.399545262,0
11545,39.6484375,52.8063369,2.081382551,3.389052512,142.9841137,56.76470165,-0.458445467,-0.045531641,4.969702971962356,-0.044525503417128194,2.5398280179999997,3.4345841530000003,1
12520,96.1171875,38.7180556,0.701443413,1.594373719,2.464882943,15.35378564,8.519435385,93.0908862,1.2426788493872363,4.544261189616045,-7.817991972,-91.496512481,0
3600,66.7734375,58.20628924,1.838734065,2.41493918,73.64381271,80.67349376,0.649639086,-0.918078374,4.3127276365581695,-0.6513238379830246,1.189094979,3.3330175540000004,1
8021,125.7421875,42.41927003,0.252812583,0.459472868,9.95819398,40.60182614,4.177913432,16.62374484,2.3940874850949694,2.8692471314106687,-3.9251008490000006,-16.164271972,0
1820,125.3671875,48.6137312,0.149578486,0.021207184,7.364548495,28.94997786,4.556246366,21.98165655,2.1240023574889317,3.1346963564195365,-4.40666788,-21.960449366,0
10391,129.921875,51.06760369,-0.017158209,-0.028098916,2.331103679,19.11842348,9.254802533,91.74416494,1.2033036842149962,4.529844787810408,-9.271960742,-91.77226385600001,0
16918,92.609375,50.42231562,0.8766966,0.939834465,3.287625418,17.99932777,7.303059165,64.55142277,1.4557330640758883,4.182834915084759,-6.426362565,-63.611588305000005,0
3686,130.171875,53.4092556,0.090276517,-0.389750559,1.10367893,11.53912727,14.17907221,246.5275702,0.7436876834210419,5.511521970552286,-14.088795693,-246.917320759,0
12310,135.0546875,45.37005975,-0.156429627,-0.215837569,11.46989967,43.77500161,3.785048805,13.0626729,2.523317713949875,2.643523975000166,-3.9414784320000003,-13.278510469,0
9013,110.8515625,49.74985707,0.15247457,-0.13310839,3.616220736,19.45539546,6.702815404,52.44846068,1.5295763478198359,3.9787178378047106,-6.550340834,-52.58156906999999,0
14995,109.7890625,45.88924376,0.289412662,0.17782835,21.29180602,58.16319705,2.554704645,4.971900846,3.104219167893007,1.787065276391086,-2.265291983,-4.794072495999999,0
16206,114.390625,35.82863606,0.453346891,1.580612173,1.893812709,12.90541596,11.07042787,165.3345208,1.0625749091143657,5.114000946136082,-10.617080978999999,-163.75390862700002,0
16932,103.03125,35.7580711,0.403119745,1.648295446,2.10367893,18.00824653,9.658143197,100.1517883,1.1325881594709453,4.616622243141109,-9.255023452,-98.503492854,0
17263,126.4375,45.46199477,0.120326958,0.432474231,1.530936455,13.67497334,12.75389626,188.617086,0.9285893745706064,5.245006701794471,-12.633569302,-188.184611769,0
16254,121.9765625,48.00365625,-0.027234518,-0.186880983,3.994983278,23.57223953,7.246799019,59.09783132,1.6084340643471653,4.09597375636431,-7.274033537,-59.284712303,0
16124,131.8203125,47.69932416,0.121685349,-0.113622665,1.004180602,13.78959726,15.08498384,235.5070724,0.6952352999204697,5.465978111924605,-14.963298491,-235.620695065,0
